"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"216","test","src/test/BrickTest.java","3","12","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"217","test","src/test/BrickTest.java","3","12","CommentRequired: Class comments are required","Documentation","CommentRequired"
"218","test","src/test/BrickTest.java","3","12","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"219","test","src/test/BrickTest.java","3","16","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"220","test","src/test/BrickTest.java","3","16","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"221","test","src/test/BrickTest.java","3","16","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"222","test","src/test/BrickTest.java","3","17","LocalVariableCouldBeFinal: Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"223","test","src/test/BrickTest.java","3","17","ShortVariable: Avoid variables with short names like br","Code Style","ShortVariable"
"224","test","src/test/BrickTest.java","3","22","LawOfDemeter: Call to `getRect` on foreign value `br` (degree 1)","Design","LawOfDemeter"
"225","test","src/test/BrickTest.java","3","22","LocalVariableCouldBeFinal: Local variable 'r' could be declared final","Code Style","LocalVariableCouldBeFinal"
"226","test","src/test/BrickTest.java","3","22","ShortVariable: Avoid variables with short names like r","Code Style","ShortVariable"
"227","test","src/test/BrickTest.java","3","23","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"228","test","src/test/BrickTest.java","3","24","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"229","test","src/test/BrickTest.java","3","25","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"230","test","src/test/BrickTest.java","3","26","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"231","test","src/test/BrickTest.java","3","31","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"232","test","src/test/BrickTest.java","3","31","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"233","test","src/test/BrickTest.java","3","31","UnitTestShouldIncludeAssert: This unit test should include assert() or fail()","Best Practices","UnitTestShouldIncludeAssert"
"234","test","src/test/BrickTest.java","3","32","LocalVariableCouldBeFinal: Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"235","test","src/test/BrickTest.java","3","32","ShortVariable: Avoid variables with short names like br","Code Style","ShortVariable"
"236","test","src/test/BrickTest.java","3","33","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"237","test","src/test/BrickTest.java","3","34","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"238","test","src/test/BrickTest.java","3","34","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"239","test","src/test/GamePanelTest.java","4","10","UnnecessaryImport: Unused import 'org.junit.jupiter.api.BeforeEach'","Code Style","UnnecessaryImport"
"240","test","src/test/GamePanelTest.java","4","17","UnnecessaryImport: Unused import 'java.awt.event.ActionEvent'","Code Style","UnnecessaryImport"
"241","test","src/test/GamePanelTest.java","4","20","UnnecessaryImport: Unused import 'java.util.ArrayList'","Code Style","UnnecessaryImport"
"242","test","src/test/GamePanelTest.java","3","22","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"243","test","src/test/GamePanelTest.java","3","22","CommentRequired: Class comments are required","Documentation","CommentRequired"
"244","test","src/test/GamePanelTest.java","3","22","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"245","test","src/test/GamePanelTest.java","3","22","TooManyMethods: This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"246","test","src/test/GamePanelTest.java","3","25","MethodArgumentCouldBeFinal: Parameter 'panel' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"247","test","src/test/GamePanelTest.java","3","25","SignatureDeclareThrowsException: A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"248","test","src/test/GamePanelTest.java","3","26","LocalVariableCouldBeFinal: Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"249","test","src/test/GamePanelTest.java","3","26","ShortVariable: Avoid variables with short names like f","Code Style","ShortVariable"
"250","test","src/test/GamePanelTest.java","3","27","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"251","test","src/test/GamePanelTest.java","3","28","LocalVariableCouldBeFinal: Local variable 't' could be declared final","Code Style","LocalVariableCouldBeFinal"
"252","test","src/test/GamePanelTest.java","3","28","ShortVariable: Avoid variables with short names like t","Code Style","ShortVariable"
"253","test","src/test/GamePanelTest.java","3","29","ControlStatementBraces: This statement should have braces","Code Style","ControlStatementBraces"
"254","test","src/test/GamePanelTest.java","3","34","MethodArgumentCouldBeFinal: Parameter 'name' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"255","test","src/test/GamePanelTest.java","3","34","MethodArgumentCouldBeFinal: Parameter 'obj' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"256","test","src/test/GamePanelTest.java","3","34","SignatureDeclareThrowsException: A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"257","test","src/test/GamePanelTest.java","3","34","UnusedFormalParameter: Avoid unused method parameters such as 'cls'.","Best Practices","UnusedFormalParameter"
"258","test","src/test/GamePanelTest.java","3","35","LocalVariableCouldBeFinal: Local variable 'f' could be declared final","Code Style","LocalVariableCouldBeFinal"
"259","test","src/test/GamePanelTest.java","3","35","ShortVariable: Avoid variables with short names like f","Code Style","ShortVariable"
"260","test","src/test/GamePanelTest.java","3","36","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"261","test","src/test/GamePanelTest.java","3","40","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"262","test","src/test/GamePanelTest.java","3","42","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"263","test","src/test/GamePanelTest.java","3","42","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"264","test","src/test/GamePanelTest.java","3","42","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"265","test","src/test/GamePanelTest.java","3","43","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"266","test","src/test/GamePanelTest.java","3","51","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"267","test","src/test/GamePanelTest.java","3","52","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"268","test","src/test/GamePanelTest.java","3","52","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"269","test","src/test/GamePanelTest.java","3","56","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"270","test","src/test/GamePanelTest.java","3","57","AvoidDuplicateLiterals: The String literal 'ball' appears 6 times in this file; the first occurrence is on line 57","Error Prone","AvoidDuplicateLiterals"
"271","test","src/test/GamePanelTest.java","3","57","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"272","test","src/test/GamePanelTest.java","3","58","LocalVariableCouldBeFinal: Local variable 'bricks' could be declared final","Code Style","LocalVariableCouldBeFinal"
"273","test","src/test/GamePanelTest.java","3","68","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"274","test","src/test/GamePanelTest.java","3","68","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"275","test","src/test/GamePanelTest.java","3","68","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"276","test","src/test/GamePanelTest.java","3","69","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"277","test","src/test/GamePanelTest.java","3","74","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"278","test","src/test/GamePanelTest.java","3","75","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"279","test","src/test/GamePanelTest.java","3","75","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"280","test","src/test/GamePanelTest.java","3","79","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"281","test","src/test/GamePanelTest.java","3","108","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"282","test","src/test/GamePanelTest.java","3","108","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"283","test","src/test/GamePanelTest.java","3","108","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"284","test","src/test/GamePanelTest.java","3","109","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"285","test","src/test/GamePanelTest.java","3","113","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"286","test","src/test/GamePanelTest.java","3","114","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"287","test","src/test/GamePanelTest.java","3","114","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"288","test","src/test/GamePanelTest.java","3","117","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"289","test","src/test/GamePanelTest.java","3","118","UnusedAssignment: The initializer for variable 'paddle' is never used (overwritten on line 121)","Best Practices","UnusedAssignment"
"290","test","src/test/GamePanelTest.java","3","120","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"291","test","src/test/GamePanelTest.java","3","122","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"292","test","src/test/GamePanelTest.java","3","123","LocalVariableCouldBeFinal: Local variable 'pf' could be declared final","Code Style","LocalVariableCouldBeFinal"
"293","test","src/test/GamePanelTest.java","3","123","ShortVariable: Avoid variables with short names like pf","Code Style","ShortVariable"
"294","test","src/test/GamePanelTest.java","3","124","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"295","test","src/test/GamePanelTest.java","3","141","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"296","test","src/test/GamePanelTest.java","3","141","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"297","test","src/test/GamePanelTest.java","3","141","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"298","test","src/test/GamePanelTest.java","3","142","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"299","test","src/test/GamePanelTest.java","3","146","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"300","test","src/test/GamePanelTest.java","3","147","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"301","test","src/test/GamePanelTest.java","3","147","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"302","test","src/test/GamePanelTest.java","3","151","LocalVariableCouldBeFinal: Local variable 'bricks' could be declared final","Code Style","LocalVariableCouldBeFinal"
"303","test","src/test/GamePanelTest.java","3","152","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"304","test","src/test/GamePanelTest.java","3","154","UseCollectionIsEmpty: Substitute calls to size() == 0 (or size() != 0, size() > 0, size() < 1) with calls to isEmpty()","Best Practices","UseCollectionIsEmpty"
"305","test","src/test/GamePanelTest.java","3","158","LocalVariableCouldBeFinal: Local variable 'br' could be declared final","Code Style","LocalVariableCouldBeFinal"
"306","test","src/test/GamePanelTest.java","3","167","LawOfDemeter: Call to `getRect` on foreign value `target` (degree 1)","Design","LawOfDemeter"
"307","test","src/test/GamePanelTest.java","3","168","LawOfDemeter: Call to `getRect` on foreign value `target` (degree 1)","Design","LawOfDemeter"
"308","test","src/test/GamePanelTest.java","3","178","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"309","test","src/test/GamePanelTest.java","3","180","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"310","test","src/test/GamePanelTest.java","3","180","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"311","test","src/test/GamePanelTest.java","3","180","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"312","test","src/test/GamePanelTest.java","3","181","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"313","test","src/test/GamePanelTest.java","3","185","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"314","test","src/test/GamePanelTest.java","3","186","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"315","test","src/test/GamePanelTest.java","3","186","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"316","test","src/test/GamePanelTest.java","3","190","LocalVariableCouldBeFinal: Local variable 'bricks' could be declared final","Code Style","LocalVariableCouldBeFinal"
"317","test","src/test/GamePanelTest.java","3","191","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"318","test","src/test/GamePanelTest.java","3","197","LocalVariableCouldBeFinal: Local variable 'last' could be declared final","Code Style","LocalVariableCouldBeFinal"
"319","test","src/test/GamePanelTest.java","3","201","LawOfDemeter: Call to `getRect` on foreign value `last` (degree 1)","Design","LawOfDemeter"
"320","test","src/test/GamePanelTest.java","3","202","LawOfDemeter: Call to `getRect` on foreign value `last` (degree 1)","Design","LawOfDemeter"
"321","test","src/test/GamePanelTest.java","3","209","LocalVariableCouldBeFinal: Local variable 'victory' could be declared final","Code Style","LocalVariableCouldBeFinal"
"322","test","src/test/GamePanelTest.java","3","217","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"323","test","src/test/GamePanelTest.java","3","217","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"324","test","src/test/GamePanelTest.java","3","217","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"325","test","src/test/GamePanelTest.java","3","218","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"326","test","src/test/GamePanelTest.java","3","222","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"327","test","src/test/GamePanelTest.java","3","223","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"328","test","src/test/GamePanelTest.java","3","223","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"329","test","src/test/GamePanelTest.java","3","226","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"330","test","src/test/GamePanelTest.java","3","235","LocalVariableCouldBeFinal: Local variable 'gameOver' could be declared final","Code Style","LocalVariableCouldBeFinal"
"331","test","src/test/GamePanelTest.java","3","243","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"332","test","src/test/GamePanelTest.java","3","243","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"333","test","src/test/GamePanelTest.java","3","243","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"334","test","src/test/GamePanelTest.java","3","244","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"335","test","src/test/GamePanelTest.java","3","248","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"336","test","src/test/GamePanelTest.java","3","249","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"337","test","src/test/GamePanelTest.java","3","249","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"338","test","src/test/GamePanelTest.java","3","254","LocalVariableCouldBeFinal: Local variable 'pressLeft' could be declared final","Code Style","LocalVariableCouldBeFinal"
"339","test","src/test/GamePanelTest.java","3","258","LocalVariableCouldBeFinal: Local variable 'releaseLeft' could be declared final","Code Style","LocalVariableCouldBeFinal"
"340","test","src/test/GamePanelTest.java","3","262","LocalVariableCouldBeFinal: Local variable 'pressRight' could be declared final","Code Style","LocalVariableCouldBeFinal"
"341","test","src/test/GamePanelTest.java","3","266","LocalVariableCouldBeFinal: Local variable 'releaseRight' could be declared final","Code Style","LocalVariableCouldBeFinal"
"342","test","src/test/GamePanelTest.java","3","272","LocalVariableCouldBeFinal: Local variable 'leftPressed' could be declared final","Code Style","LocalVariableCouldBeFinal"
"343","test","src/test/GamePanelTest.java","3","273","LocalVariableCouldBeFinal: Local variable 'rightPressed' could be declared final","Code Style","LocalVariableCouldBeFinal"
"344","test","src/test/GamePanelTest.java","3","282","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"345","test","src/test/GamePanelTest.java","3","282","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"346","test","src/test/GamePanelTest.java","3","282","UnitTestShouldIncludeAssert: This unit test should include assert() or fail()","Best Practices","UnitTestShouldIncludeAssert"
"347","test","src/test/GamePanelTest.java","3","283","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"348","test","src/test/GamePanelTest.java","3","287","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"349","test","src/test/GamePanelTest.java","3","288","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"350","test","src/test/GamePanelTest.java","3","288","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"351","test","src/test/GamePanelTest.java","3","292","LocalVariableCouldBeFinal: Local variable 'gv' could be declared final","Code Style","LocalVariableCouldBeFinal"
"352","test","src/test/GamePanelTest.java","3","292","ShortVariable: Avoid variables with short names like gv","Code Style","ShortVariable"
"353","test","src/test/GamePanelTest.java","3","293","LocalVariableCouldBeFinal: Local variable 'gf' could be declared final","Code Style","LocalVariableCouldBeFinal"
"354","test","src/test/GamePanelTest.java","3","293","ShortVariable: Avoid variables with short names like gf","Code Style","ShortVariable"
"355","test","src/test/GamePanelTest.java","3","294","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"356","test","src/test/GamePanelTest.java","3","295","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"357","test","src/test/GamePanelTest.java","3","311","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"358","test","src/test/GamePanelTest.java","3","313","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"359","test","src/test/GamePanelTest.java","3","313","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"360","test","src/test/GamePanelTest.java","3","314","LocalVariableCouldBeFinal: Local variable 'panel' could be declared final","Code Style","LocalVariableCouldBeFinal"
"361","test","src/test/GamePanelTest.java","3","322","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"362","test","src/test/GamePanelTest.java","3","323","LocalVariableCouldBeFinal: Local variable 'initialized' could be declared final","Code Style","LocalVariableCouldBeFinal"
"363","test","src/test/PaddleTest.java","3","12","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"364","test","src/test/PaddleTest.java","3","12","CommentRequired: Class comments are required","Documentation","CommentRequired"
"365","test","src/test/PaddleTest.java","3","12","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"366","test","src/test/PaddleTest.java","3","16","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"367","test","src/test/PaddleTest.java","3","16","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"368","test","src/test/PaddleTest.java","3","16","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"369","test","src/test/PaddleTest.java","3","18","ShortVariable: Avoid variables with short names like p","Code Style","ShortVariable"
"370","test","src/test/PaddleTest.java","3","25","ControlStatementBraces: This statement should have braces","Code Style","ControlStatementBraces"
"371","test","src/test/PaddleTest.java","3","33","ControlStatementBraces: This statement should have braces","Code Style","ControlStatementBraces"
"372","test","src/test/PaddleTest.java","3","49","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"373","test","src/test/PaddleTest.java","3","49","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"374","test","src/test/PaddleTest.java","3","49","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"375","test","src/test/PaddleTest.java","3","50","LocalVariableCouldBeFinal: Local variable 'p' could be declared final","Code Style","LocalVariableCouldBeFinal"
"376","test","src/test/PaddleTest.java","3","50","ShortVariable: Avoid variables with short names like p","Code Style","ShortVariable"
"377","test","src/test/PaddleTest.java","3","51","LocalVariableCouldBeFinal: Local variable 'img' could be declared final","Code Style","LocalVariableCouldBeFinal"
"378","test","src/test/PaddleTest.java","3","52","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"379","test","src/test/PaddleTest.java","3","52","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"380","test","src/test/PaddleTest.java","3","57","LawOfDemeter: Call to `getRect` on foreign value `p` (degree 1)","Design","LawOfDemeter"
"381","test","src/test/PaddleTest.java","3","57","LocalVariableCouldBeFinal: Local variable 'r' could be declared final","Code Style","LocalVariableCouldBeFinal"
"382","test","src/test/PaddleTest.java","3","57","ShortVariable: Avoid variables with short names like r","Code Style","ShortVariable"
"383","test","src/test/PaddleTest.java","3","58","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"384","test","src/test/PaddleTest.java","3","59","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"385","test","src/test/PaddleTest.java","3","60","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"386","test","src/test/PaddleTest.java","3","61","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"387","test","src/test/TestRunner.java","3","11","CommentRequired: Class comments are required","Documentation","CommentRequired"
"388","test","src/test/TestRunner.java","3","11","TestClassWithoutTestCases: The class 'TestRunner' might be a test class, but it contains no test cases.","Error Prone","TestClassWithoutTestCases"
"389","test","src/test/TestRunner.java","3","11","UseUtilityClass: All methods are static. Consider adding a private no-args constructor to prevent instantiation.","Design","UseUtilityClass"
"390","test","src/test/TestRunner.java","3","12","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"391","test","src/test/TestRunner.java","3","13","LocalVariableCouldBeFinal: Local variable 'request' could be declared final","Code Style","LocalVariableCouldBeFinal"
"392","test","src/test/TestRunner.java","3","22","LocalVariableCouldBeFinal: Local variable 'launcher' could be declared final","Code Style","LocalVariableCouldBeFinal"
"393","test","src/test/TestRunner.java","3","23","LocalVariableCouldBeFinal: Local variable 'listener' could be declared final","Code Style","LocalVariableCouldBeFinal"
"394","test","src/test/TestRunner.java","3","27","LawOfDemeter: Call to `getSummary` on foreign value `listener` (degree 1)","Design","LawOfDemeter"
"395","test","src/test/TestRunner.java","3","27","LocalVariableCouldBeFinal: Local variable 'summary' could be declared final","Code Style","LocalVariableCouldBeFinal"
"396","test","src/test/TestRunner.java","3","28","RelianceOnDefaultCharset: Specify a character set instead of relying on the default charset","Best Practices","RelianceOnDefaultCharset"
