"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"212","Test","src/Test/BrickTest.java","3","23","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"213","Test","src/Test/BrickTest.java","3","23","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"214","Test","src/Test/BrickTest.java","3","23","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"215","Test","src/Test/BrickTest.java","3","25","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"216","Test","src/Test/BrickTest.java","3","26","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"217","Test","src/Test/BrickTest.java","3","27","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"218","Test","src/Test/BrickTest.java","3","28","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"219","Test","src/Test/BrickTest.java","3","32","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"220","Test","src/Test/BrickTest.java","3","32","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"221","Test","src/Test/BrickTest.java","3","34","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"222","Test","src/Test/BrickTest.java","3","38","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"223","Test","src/Test/BrickTest.java","3","38","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"224","Test","src/Test/BrickTest.java","3","41","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"225","Test","src/Test/BrickTest.java","3","45","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"226","Test","src/Test/BrickTest.java","3","45","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"227","Test","src/Test/BrickTest.java","1","45","MethodNamingConventions: The JUnit 5 test method name 'testDraw_NotDestroyed' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"228","Test","src/Test/BrickTest.java","3","47","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"229","Test","src/Test/BrickTest.java","3","47","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"230","Test","src/Test/BrickTest.java","3","52","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"231","Test","src/Test/BrickTest.java","3","52","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"232","Test","src/Test/BrickTest.java","1","52","MethodNamingConventions: The JUnit 5 test method name 'testDraw_Destroyed' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"233","Test","src/Test/BrickTest.java","3","55","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"234","Test","src/Test/BrickTest.java","3","55","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"235","Test","src/Test/BrickTest.java","3","60","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"236","Test","src/Test/BrickTest.java","3","60","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"237","Test","src/Test/BrickTest.java","1","60","MethodNamingConventions: The JUnit 5 test method name 'testColorRandomization_Case0' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"238","Test","src/Test/BrickTest.java","3","64","AvoidInstantiatingObjectsInLoops: Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"239","Test","src/Test/BrickTest.java","3","64","LocalVariableCouldBeFinal: Local variable 'testBrick' could be declared final","Code Style","LocalVariableCouldBeFinal"
"240","Test","src/Test/BrickTest.java","3","65","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"241","Test","src/Test/GamePanelTest.java","3","1","PackageCase: Package name contains upper case characters","Code Style","PackageCase"
"242","Test","src/Test/GamePanelTest.java","3","14","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"243","Test","src/Test/GamePanelTest.java","3","14","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"244","Test","src/Test/GamePanelTest.java","3","14","TooManyMethods: This class has too many methods, consider refactoring it.","Design","TooManyMethods"
"245","Test","src/Test/GamePanelTest.java","3","15","CommentRequired: Field comments are required","Documentation","CommentRequired"
"246","Test","src/Test/GamePanelTest.java","3","16","CommentRequired: Field comments are required","Documentation","CommentRequired"
"247","Test","src/Test/GamePanelTest.java","3","16","SingularField: Perhaps 'frame' could be replaced by a local variable.","Design","SingularField"
"248","Test","src/Test/GamePanelTest.java","3","19","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"249","Test","src/Test/GamePanelTest.java","3","27","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"250","Test","src/Test/GamePanelTest.java","3","27","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"251","Test","src/Test/GamePanelTest.java","3","27","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"252","Test","src/Test/GamePanelTest.java","3","29","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"253","Test","src/Test/GamePanelTest.java","3","30","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"254","Test","src/Test/GamePanelTest.java","3","34","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"255","Test","src/Test/GamePanelTest.java","3","34","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"256","Test","src/Test/GamePanelTest.java","3","42","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"257","Test","src/Test/GamePanelTest.java","3","42","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"258","Test","src/Test/GamePanelTest.java","1","42","MethodNamingConventions: The JUnit 5 test method name 'testActionPerformed_GameRunning' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"259","Test","src/Test/GamePanelTest.java","3","52","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"260","Test","src/Test/GamePanelTest.java","3","52","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"261","Test","src/Test/GamePanelTest.java","1","52","MethodNamingConventions: The JUnit 5 test method name 'testKeyPressed_LeftArrow' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"262","Test","src/Test/GamePanelTest.java","3","54","LocalVariableCouldBeFinal: Local variable 'leftKey' could be declared final","Code Style","LocalVariableCouldBeFinal"
"263","Test","src/Test/GamePanelTest.java","3","60","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"264","Test","src/Test/GamePanelTest.java","3","60","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"265","Test","src/Test/GamePanelTest.java","1","60","MethodNamingConventions: The JUnit 5 test method name 'testKeyPressed_RightArrow' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"266","Test","src/Test/GamePanelTest.java","3","62","LocalVariableCouldBeFinal: Local variable 'rightKey' could be declared final","Code Style","LocalVariableCouldBeFinal"
"267","Test","src/Test/GamePanelTest.java","3","68","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"268","Test","src/Test/GamePanelTest.java","3","68","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"269","Test","src/Test/GamePanelTest.java","1","68","MethodNamingConventions: The JUnit 5 test method name 'testKeyPressed_OtherKey' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"270","Test","src/Test/GamePanelTest.java","3","70","LocalVariableCouldBeFinal: Local variable 'otherKey' could be declared final","Code Style","LocalVariableCouldBeFinal"
"271","Test","src/Test/GamePanelTest.java","3","76","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"272","Test","src/Test/GamePanelTest.java","3","76","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"273","Test","src/Test/GamePanelTest.java","3","78","LocalVariableCouldBeFinal: Local variable 'keyEvent' could be declared final","Code Style","LocalVariableCouldBeFinal"
"274","Test","src/Test/GamePanelTest.java","3","84","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"275","Test","src/Test/GamePanelTest.java","3","84","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"276","Test","src/Test/GamePanelTest.java","3","86","LocalVariableCouldBeFinal: Local variable 'keyEvent' could be declared final","Code Style","LocalVariableCouldBeFinal"
"277","Test","src/Test/GamePanelTest.java","3","92","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"278","Test","src/Test/GamePanelTest.java","3","92","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"279","Test","src/Test/GamePanelTest.java","3","104","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"280","Test","src/Test/GamePanelTest.java","3","104","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"281","Test","src/Test/GamePanelTest.java","3","109","LambdaCanBeMethodReference: Lambda expression could be written as a method reference: `gamePanel::repaint`","Code Style","LambdaCanBeMethodReference"
"282","Test","src/Test/GamePanelTest.java","3","113","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"283","Test","src/Test/GamePanelTest.java","3","113","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"284","Test","src/Test/GamePanelTest.java","1","113","MethodNamingConventions: The JUnit 5 test method name 'testBallFallsDown_GameOver' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"285","Test","src/Test/GamePanelTest.java","3","126","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"286","Test","src/Test/GamePanelTest.java","3","126","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"287","Test","src/Test/GamePanelTest.java","3","130","AvoidInstantiatingObjectsInLoops: Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"288","Test","src/Test/GamePanelTest.java","3","130","LocalVariableCouldBeFinal: Local variable 'leftKey' could be declared final","Code Style","LocalVariableCouldBeFinal"
"289","Test","src/Test/GamePanelTest.java","3","135","LambdaCanBeMethodReference: Lambda expression could be written as a method reference: `gamePanel::repaint`","Code Style","LambdaCanBeMethodReference"
"290","Test","src/Test/GamePanelTest.java","3","139","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"291","Test","src/Test/GamePanelTest.java","3","139","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"292","Test","src/Test/GamePanelTest.java","3","145","LambdaCanBeMethodReference: Lambda expression could be written as a method reference: `gamePanel::repaint`","Code Style","LambdaCanBeMethodReference"
"293","Test","src/Test/GamePanelTest.java","3","149","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"294","Test","src/Test/GamePanelTest.java","3","149","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"295","Test","src/Test/GamePanelTest.java","3","156","AvoidInstantiatingObjectsInLoops: Avoid instantiating new objects inside loops","Performance","AvoidInstantiatingObjectsInLoops"
"296","Test","src/Test/GamePanelTest.java","3","156","LocalVariableCouldBeFinal: Local variable 'key' could be declared final","Code Style","LocalVariableCouldBeFinal"
"297","Test","src/Test/GamePanelTest.java","3","169","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"298","Test","src/Test/GamePanelTest.java","3","169","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"299","Test","src/Test/GamePanelTest.java","1","169","MethodNamingConventions: The JUnit 5 test method name 'testKeyPressed_WhenGameOver' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"300","Test","src/Test/GamePanelTest.java","3","176","LocalVariableCouldBeFinal: Local variable 'leftKey' could be declared final","Code Style","LocalVariableCouldBeFinal"
"301","Test","src/Test/GamePanelTest.java","3","182","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"302","Test","src/Test/GamePanelTest.java","3","182","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"303","Test","src/Test/GamePanelTest.java","1","182","MethodNamingConventions: The JUnit 5 test method name 'testActionPerformed_WhenGameOver' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"304","Test","src/Test/PaddleTest.java","3","1","PackageCase: Package name contains upper case characters","Code Style","PackageCase"
"305","Test","src/Test/PaddleTest.java","3","12","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"306","Test","src/Test/PaddleTest.java","3","12","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"307","Test","src/Test/PaddleTest.java","3","13","CommentRequired: Field comments are required","Documentation","CommentRequired"
"308","Test","src/Test/PaddleTest.java","3","14","CommentRequired: Field comments are required","Documentation","CommentRequired"
"309","Test","src/Test/PaddleTest.java","3","17","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"310","Test","src/Test/PaddleTest.java","3","22","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"311","Test","src/Test/PaddleTest.java","3","22","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"312","Test","src/Test/PaddleTest.java","3","22","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"313","Test","src/Test/PaddleTest.java","3","24","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"314","Test","src/Test/PaddleTest.java","3","25","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"315","Test","src/Test/PaddleTest.java","3","29","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"316","Test","src/Test/PaddleTest.java","3","29","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"317","Test","src/Test/PaddleTest.java","3","29","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"318","Test","src/Test/PaddleTest.java","3","31","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"319","Test","src/Test/PaddleTest.java","3","32","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"320","Test","src/Test/PaddleTest.java","3","36","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"321","Test","src/Test/PaddleTest.java","3","36","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"322","Test","src/Test/PaddleTest.java","1","36","MethodNamingConventions: The JUnit 5 test method name 'testMoveLeft_Normal' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"323","Test","src/Test/PaddleTest.java","3","36","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"324","Test","src/Test/PaddleTest.java","3","38","LocalVariableCouldBeFinal: Local variable 'initialX' could be declared final","Code Style","LocalVariableCouldBeFinal"
"325","Test","src/Test/PaddleTest.java","3","40","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"326","Test","src/Test/PaddleTest.java","3","41","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"327","Test","src/Test/PaddleTest.java","3","45","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"328","Test","src/Test/PaddleTest.java","3","45","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"329","Test","src/Test/PaddleTest.java","1","45","MethodNamingConventions: The JUnit 5 test method name 'testMoveLeft_HitBoundary' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"330","Test","src/Test/PaddleTest.java","3","49","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"331","Test","src/Test/PaddleTest.java","3","53","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"332","Test","src/Test/PaddleTest.java","3","53","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"333","Test","src/Test/PaddleTest.java","1","53","MethodNamingConventions: The JUnit 5 test method name 'testMoveLeft_AlreadyAtBoundary' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"334","Test","src/Test/PaddleTest.java","3","57","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"335","Test","src/Test/PaddleTest.java","3","61","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"336","Test","src/Test/PaddleTest.java","3","61","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"337","Test","src/Test/PaddleTest.java","1","61","MethodNamingConventions: The JUnit 5 test method name 'testMoveRight_Normal' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"338","Test","src/Test/PaddleTest.java","3","63","LocalVariableCouldBeFinal: Local variable 'initialX' could be declared final","Code Style","LocalVariableCouldBeFinal"
"339","Test","src/Test/PaddleTest.java","3","65","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"340","Test","src/Test/PaddleTest.java","3","69","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"341","Test","src/Test/PaddleTest.java","3","69","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"342","Test","src/Test/PaddleTest.java","1","69","MethodNamingConventions: The JUnit 5 test method name 'testMoveRight_HitBoundary' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"343","Test","src/Test/PaddleTest.java","3","73","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"344","Test","src/Test/PaddleTest.java","3","77","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"345","Test","src/Test/PaddleTest.java","3","77","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"346","Test","src/Test/PaddleTest.java","1","77","MethodNamingConventions: The JUnit 5 test method name 'testMoveRight_AlreadyAtBoundary' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"347","Test","src/Test/PaddleTest.java","3","81","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"348","Test","src/Test/PaddleTest.java","3","85","CommentRequired: Public method and constructor comments are required","Documentation","CommentRequired"
"349","Test","src/Test/PaddleTest.java","3","85","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"350","Test","src/Test/TestRunner.java","3","1","PackageCase: Package name contains upper case characters","Code Style","PackageCase"
"351","Test","src/Test/TestRunner.java","3","17","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"352","Test","src/Test/TestRunner.java","3","17","TestClassWithoutTestCases: The class 'TestRunner' might be a test class, but it contains no test cases.","Error Prone","TestClassWithoutTestCases"
