"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"203","TestRound3","src/TestRound3/GamePanelTest.java","3","69","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"204","TestRound3","src/TestRound3/GamePanelTest.java","3","72","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"205","TestRound3","src/TestRound3/GamePanelTest.java","3","77","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"206","TestRound3","src/TestRound3/GamePanelTest.java","3","78","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"207","TestRound3","src/TestRound3/GamePanelTest.java","3","79","LocalVariableCouldBeFinal: Local variable 'ball' could be declared final","Code Style","LocalVariableCouldBeFinal"
"208","TestRound3","src/TestRound3/GamePanelTest.java","3","82","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"209","TestRound3","src/TestRound3/GamePanelTest.java","3","86","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"210","TestRound3","src/TestRound3/GamePanelTest.java","3","87","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"211","TestRound3","src/TestRound3/GamePanelTest.java","3","88","LocalVariableCouldBeFinal: Local variable 'bricks' could be declared final","Code Style","LocalVariableCouldBeFinal"
"212","TestRound3","src/TestRound3/GamePanelTest.java","3","92","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"213","TestRound3","src/TestRound3/GamePanelTest.java","3","93","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"214","TestRound3","src/TestRound3/GamePanelTest.java","3","94","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"215","TestRound3","src/TestRound3/GamePanelTest.java","3","102","ControlStatementBraces: This statement should have braces","Code Style","ControlStatementBraces"
"216","TestRound3","src/TestRound3/GamePanelTest.java","3","107","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"217","TestRound3","src/TestRound3/GamePanelTest.java","3","111","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"218","TestRound3","src/TestRound3/GamePanelTest.java","3","112","UnitTestShouldIncludeAssert: This unit test should include assert() or fail()","Best Practices","UnitTestShouldIncludeAssert"
"219","TestRound3","src/TestRound3/GamePanelTest.java","3","114","LocalVariableCouldBeFinal: Local variable 'image' could be declared final","Code Style","LocalVariableCouldBeFinal"
"220","TestRound3","src/TestRound3/GamePanelTest.java","3","115","LocalVariableCouldBeFinal: Local variable 'g' could be declared final","Code Style","LocalVariableCouldBeFinal"
"221","TestRound3","src/TestRound3/GamePanelTest.java","3","115","ShortVariable: Avoid variables with short names like g","Code Style","ShortVariable"
"222","TestRound3","src/TestRound3/GamePanelTest.java","3","126","LawOfDemeter: Call to `dispose` on foreign value `g` (degree 2)","Design","LawOfDemeter"
"223","TestRound3","src/TestRound3/GamePanelTest.java","3","131","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"224","TestRound3","src/TestRound3/GamePanelTest.java","3","133","LocalVariableCouldBeFinal: Local variable 'listenersField' could be declared final","Code Style","LocalVariableCouldBeFinal"
"225","TestRound3","src/TestRound3/GamePanelTest.java","3","134","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"226","TestRound3","src/TestRound3/GamePanelTest.java","3","135","LocalVariableCouldBeFinal: Local variable 'listenerList' could be declared final","Code Style","LocalVariableCouldBeFinal"
"227","TestRound3","src/TestRound3/GamePanelTest.java","3","136","LocalVariableCouldBeFinal: Local variable 'getListenersMethod' could be declared final","Code Style","LocalVariableCouldBeFinal"
"228","TestRound3","src/TestRound3/GamePanelTest.java","3","136","LongVariable: Avoid excessively long variable names like getListenersMethod","Code Style","LongVariable"
"229","TestRound3","src/TestRound3/GamePanelTest.java","3","137","LocalVariableCouldBeFinal: Local variable 'listeners' could be declared final","Code Style","LocalVariableCouldBeFinal"
"230","TestRound3","src/TestRound3/GamePanelTest.java","3","138","LocalVariableCouldBeFinal: Local variable 'keyListener' could be declared final","Code Style","LocalVariableCouldBeFinal"
"231","TestRound3","src/TestRound3/GamePanelTest.java","3","140","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"232","TestRound3","src/TestRound3/GamePanelTest.java","3","144","LocalVariableCouldBeFinal: Local variable 'leftEvent' could be declared final","Code Style","LocalVariableCouldBeFinal"
"233","TestRound3","src/TestRound3/GamePanelTest.java","3","146","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"234","TestRound3","src/TestRound3/GamePanelTest.java","3","152","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"235","TestRound3","src/TestRound3/GamePanelTest.java","3","155","MethodArgumentCouldBeFinal: Parameter 'name' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"236","TestRound3","src/TestRound3/GamePanelTest.java","3","155","SignatureDeclareThrowsException: A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"237","TestRound3","src/TestRound3/GamePanelTest.java","3","156","LocalVariableCouldBeFinal: Local variable 'field' could be declared final","Code Style","LocalVariableCouldBeFinal"
"238","TestRound3","src/TestRound3/GamePanelTest.java","3","157","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"239","TestRound3","src/TestRound3/GamePanelTest.java","3","161","MethodArgumentCouldBeFinal: Parameter 'name' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"240","TestRound3","src/TestRound3/GamePanelTest.java","3","161","MethodArgumentCouldBeFinal: Parameter 'value' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"241","TestRound3","src/TestRound3/GamePanelTest.java","3","161","SignatureDeclareThrowsException: A method/constructor should not explicitly throw java.lang.Exception","Design","SignatureDeclareThrowsException"
"242","TestRound3","src/TestRound3/GamePanelTest.java","3","162","LocalVariableCouldBeFinal: Local variable 'field' could be declared final","Code Style","LocalVariableCouldBeFinal"
"243","TestRound3","src/TestRound3/GamePanelTest.java","3","163","AvoidAccessibilityAlteration: You should not modify visibility of constructors, methods or fields using setAccessible()","Error Prone","AvoidAccessibilityAlteration"
"244","TestRound3","src/TestRound3/PaddleTest.java","3","1","PackageCase: Package name contains upper case characters","Code Style","PackageCase"
"245","TestRound3","src/TestRound3/PaddleTest.java","3","9","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"246","TestRound3","src/TestRound3/PaddleTest.java","3","9","CommentRequired: Class comments are required","Documentation","CommentRequired"
"247","TestRound3","src/TestRound3/PaddleTest.java","3","9","JUnit5TestShouldBePackagePrivate: JUnit 5 tests should be package-private.","Best Practices","JUnit5TestShouldBePackagePrivate"
"248","TestRound3","src/TestRound3/PaddleTest.java","3","11","CommentSize: Comment is too large: Line too long","Documentation","CommentSize"
"249","TestRound3","src/TestRound3/PaddleTest.java","3","12","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"250","TestRound3","src/TestRound3/PaddleTest.java","3","13","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"251","TestRound3","src/TestRound3/PaddleTest.java","3","14","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"252","TestRound3","src/TestRound3/PaddleTest.java","3","15","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"253","TestRound3","src/TestRound3/PaddleTest.java","3","16","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"254","TestRound3","src/TestRound3/PaddleTest.java","3","17","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"255","TestRound3","src/TestRound3/PaddleTest.java","3","22","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"256","TestRound3","src/TestRound3/PaddleTest.java","3","23","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"257","TestRound3","src/TestRound3/PaddleTest.java","3","25","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"258","TestRound3","src/TestRound3/PaddleTest.java","3","28","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"259","TestRound3","src/TestRound3/PaddleTest.java","3","33","UnitTestContainsTooManyAsserts: Unit tests should not contain more than 1 assert(s).","Best Practices","UnitTestContainsTooManyAsserts"
"260","TestRound3","src/TestRound3/PaddleTest.java","3","34","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"261","TestRound3","src/TestRound3/PaddleTest.java","3","36","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"262","TestRound3","src/TestRound3/PaddleTest.java","3","37","ControlStatementBraces: This statement should have braces","Code Style","ControlStatementBraces"
"263","TestRound3","src/TestRound3/PaddleTest.java","3","39","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"264","TestRound3","src/TestRound3/PaddleTest.java","3","45","LocalVariableCouldBeFinal: Local variable 'paddle' could be declared final","Code Style","LocalVariableCouldBeFinal"
"265","TestRound3","src/TestRound3/PaddleTest.java","3","47","UnitTestAssertionsShouldIncludeMessage: Unit test assertions should include a message","Best Practices","UnitTestAssertionsShouldIncludeMessage"
"266","TestRound3","src/TestRound3/TestRunner.java","3","1","PackageCase: Package name contains upper case characters","Code Style","PackageCase"
"267","TestRound3","src/TestRound3/TestRunner.java","3","8","AtLeastOneConstructor: Each class should declare at least one constructor","Code Style","AtLeastOneConstructor"
"268","TestRound3","src/TestRound3/TestRunner.java","3","8","CommentRequired: Class comments are required","Documentation","CommentRequired"
"269","TestRound3","src/TestRound3/TestRunner.java","3","8","TestClassWithoutTestCases: The class 'TestRunner' might be a test class, but it contains no test cases.","Error Prone","TestClassWithoutTestCases"
